trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	10    	37  	PUZZLE    	stair   	3.451	1.377	1   	1 detail	1 detail
2   	25.7  	38  	BELL      	stair   	3.455	1.617	1   	1 detail	1 detail
3   	40.2  	39  	HAMMER    	stair   	3.455	0.878	1   	full    	full    
4   	53.6  	40  	PIN       	stair   	3.455	1.314	1   	generic 	generic 
5   	65.7  	41  	PEBBLE    	stair   	3.455	1.848	1   	2+ details	2+ details
6   	77.6  	42  	ISLAND    	stair   	3.455	2.006	1   	2+ details	2+ details
7   	89.7  	43  	RAINBOW   	stair   	3.455	0.996	1   	generic 	generic 
8   	101.7 	44  	CURTAIN   	stair   	3.452	0.834	1   	2+ details	2+ details
