trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	65.2  	1   	3  +  9   	---     	1.851	0.994	1   	even    	even    
2   	67.2  	2   	9  +  6   	---     	1.851	0.929	1   	odd     	odd     
3   	69.2  	3   	4  +  8   	---     	1.851	0.825	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	105.2 	1   	9  +  9   	---     	1.851	0.94	1   	even    	even    
2   	107.2 	2   	7  +  7   	---     	1.851	0.772	1   	even    	even    
3   	109.2 	3   	8  +  6   	---     	1.851	0.692	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	145.2 	1   	4  +  7   	---     	1.85	1.052	1   	odd     	odd     
2   	147.2 	2   	6  +  9   	---     	1.852	0.98	1   	odd     	odd     
3   	149.2 	1   	4  +  7 (repeat 1)	---     	1.851	0.731	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	185.2 	1   	5  +  6   	---     	1.851	1.084	1   	odd     	odd     
2   	187.2 	2   	5  +  8   	---     	1.851	0.796	1   	odd     	odd     
3   	189.2 	3   	7  +  7   	---     	1.851	0.684	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	225.2 	1   	9  +  9   	---     	1.851	0.813	1   	even    	even    
2   	227.2 	2   	7  +  8   	---     	1.852	0.629	1   	odd     	odd     
3   	229.2 	3   	9  +  5   	---     	1.851	1.125	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	265.2 	1   	9  +  4   	---     	1.85	1.013	1   	odd     	odd     
2   	267.2 	2   	7  +  7   	---     	1.85	0.653	1   	even    	even    
3   	269.2 	1   	9  +  4 (repeat 1)	---     	1.85	0.829	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	305.2 	1   	7  +  5   	---     	1.851	1.221	1   	even    	even    
2   	307.2 	2   	7  +  4   	---     	1.851	0.613	1   	odd     	odd     
3   	309.2 	3   	8  +  6   	---     	1.851	0.941	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	345.2 	1   	5  +  7   	---     	1.85	1.102	1   	even    	even    
2   	347.2 	2   	6  +  9   	---     	1.851	1.102	1   	odd     	odd     
3   	349.2 	3   	5  +  8   	---     	1.85	1.278	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	385.2 	1   	4  +  8   	---     	1.85	0.83	1   	even    	even    
2   	387.2 	2   	9  +  8   	---     	1.85	0.798	1   	odd     	odd     
3   	389.2 	3   	7  +  4   	---     	1.85	0.942	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	425.2 	1   	4  +  9   	---     	1.851	1.039	1   	odd     	odd     
2   	427.2 	2   	8  +  5   	---     	1.851	0.998	0   	even    	odd     
3   	429.2 	3   	3  +  8   	---     	1.851	0.886	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
