trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	69.6  	1   	3  +  8   	---     	1.85	1.217	1   	odd     	odd     
2   	71.6  	2   	5  +  6   	---     	1.851	0.696	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	111.6 	1   	7  +  5   	---     	1.85	0.913	1   	even    	even    
2   	113.6 	2   	7  +  6   	---     	1.85	0.705	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	153.6 	1   	3  +  8   	---     	1.85	0.785	1   	odd     	odd     
2   	155.6 	2   	6  +  9   	---     	1.85	0.729	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	195.6 	1   	9  +  3   	---     	1.851	0.825	1   	even    	even    
2   	197.6 	2   	3  +  8   	---     	1.851	0.697	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	237.6 	1   	5  +  6   	---     	1.851	1.082	1   	odd     	odd     
2   	239.6 	2   	9  +  7   	---     	1.85	1.674	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	279.6 	1   	9  +  8   	---     	1.851	0.818	1   	odd     	odd     
2   	281.6 	2   	6  +  5   	---     	1.853	0.746	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	321.6 	1   	8  +  8   	---     	1.852	0.69	1   	even    	even    
2   	323.6 	2   	2  +  9   	---     	1.85	0.747	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	363.6 	1   	6  +  7   	---     	1.852	1.059	1   	odd     	odd     
2   	365.6 	2   	9  +  4   	---     	1.852	0.947	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	405.6 	1   	5  +  9   	---     	1.853	1.147	1   	even    	even    
2   	407.6 	2   	8  +  7   	---     	1.851	0.827	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	447.6 	1   	7  +  6   	---     	1.85	0.82	1   	odd     	odd     
2   	449.6 	2   	9  +  7   	---     	1.85	1.403	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	489.6 	1   	5  +  9   	---     	1.85	1.771	1   	even    	even    
2   	491.6 	2   	9  +  4   	---     	1.85	0.908	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	531.6 	1   	8  +  8   	---     	1.85	0.765	1   	even    	even    
2   	533.6 	2   	7  +  5   	---     	1.851	0.86	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	573.6 	1   	9  +  2   	---     	1.85	1.244	1   	odd     	odd     
2   	575.6 	2   	8  +  3   	---     	1.85	0.804	0   	even    	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	615.6 	1   	8  +  9   	---     	1.85	1.396	1   	odd     	odd     
2   	617.6 	2   	4  +  9   	---     	1.85	0.86	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	657.6 	1   	7  +  6   	---     	1.85	1.036	1   	odd     	odd     
2   	659.6 	2   	4  +  7   	---     	1.851	0.725	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	699.6 	1   	4  +  9   	---     	1.85	1.077	1   	odd     	odd     
2   	701.6 	2   	8  +  7   	---     	1.85	0.765	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	741.6 	1   	8  +  5   	---     	1.851	0.805	1   	odd     	odd     
2   	743.6 	2   	6  +  5   	---     	1.852	0.645	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	783.6 	1   	8  +  3   	---     	1.853	0.742	1   	odd     	odd     
2   	785.6 	2   	8  +  6   	---     	1.85	0.941	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	825.6 	1   	8  +  6   	---     	1.851	0.79	1   	even    	even    
2   	827.6 	2   	8  +  3   	---     	1.851	0.822	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	867.6 	1   	7  +  9   	---     	1.851	1.654	1   	even    	even    
2   	869.6 	2   	2  +  9   	---     	1.85	0.775	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	909.6 	1   	9  +  8   	---     	1.85	1.246	1   	odd     	odd     
2   	911.6 	1   	9  +  8 (repeat 1)	---     	1.85	0.607	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	951.6 	1   	8  +  5   	---     	1.85	0.799	1   	odd     	odd     
2   	953.6 	2   	9  +  2   	---     	1.851	0.759	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	993.6 	1   	7  +  6   	---     	1.851	0.751	1   	odd     	odd     
2   	995.6 	2   	7  +  7   	---     	1.85	0.767	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1035.6	1   	6  +  6   	---     	1.85	1.175	1   	even    	even    
2   	1037.6	2   	2  +  9   	---     	1.851	0.696	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1077.6	1   	9  +  4   	---     	1.851	0.872	1   	odd     	odd     
2   	1079.6	2   	8  +  8   	---     	1.85	0.753	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1119.6	1   	2  +  9   	---     	1.85	0.688	1   	odd     	odd     
2   	1121.6	2   	8  +  7   	---     	1.851	0.672	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1161.6	1   	9  +  3   	---     	1.851	0.848	0   	odd     	even    
2   	1163.6	2   	8  +  7   	---     	1.85	0.785	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1203.6	1   	9  +  6   	---     	1.851	0.835	1   	odd     	odd     
2   	1205.6	2   	4  +  8   	---     	1.851	0.729	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1245.6	1   	5  +  7   	---     	1.851	1.153	1   	even    	even    
2   	1247.6	2   	6  +  8   	---     	1.85	0.746	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1287.6	1   	5  +  6   	---     	1.85	1.69	1   	odd     	odd     
2   	1289.6	2   	4  +  9   	---     	1.85	1.186	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1329.6	1   	6  +  6   	---     	1.85	1.074	1   	even    	even    
2   	1331.6	2   	9  +  3   	---     	1.851	0.874	1   	even    	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	1371.6	1   	3  +  9   	---     	1.85	1.108	1   	even    	even    
2   	1373.6	2   	9  +  8   	---     	1.85	1.171	1   	odd     	odd     
